ID number,Author last name,Variable name,Strategy name,Coded Value,Textual Evidence,Rationale
2911,Mehta,strat_18,Use data warehousing techniques,1,Patients were identiﬁed via an automated data pull from the electronic health record (EHR) from February to April 2017.,The study used existing data from the electronic health record to identify the eligible patient population for the intervention.
2911,Mehta,strat_23,Develop and/or leveraging academic partnerships,1,"As a pragmatic trial conducted in partnership with a community health center, the results are generalizable to similar clinics that reﬂect racial and socioeconomic disparities.",The study was explicitly designed and conducted as a partnership between university-affiliated researchers and a community health center to implement the intervention.
2911,Mehta,strat_35,Use an implementation advisor,1,Dr. Asch is a partner at the behavioral economics consulting ﬁrm VAL Health.,"The study team included university-affiliated faculty and a partner from a behavioral economics consulting firm, indicating the use of outside experts to advise on the intervention."
2911,Mehta,strat_40,Develop educational materials,1,"The FIT kit contained a sample collection tube, instructions on how to collect and mail the sample, information about CRC screening, a requisition form, a pre-paid return envelope, and instructions to return the completed kit within 3 months.","The study developed educational materials for patients, including instructions and information about CRC screening, which were included in the mailed FIT kit."
2911,Mehta,strat_41,Distribute educational materials,1,"If the participant responded yes, s/he received a FIT kit mailed to the home.",The study distributed educational materials by mailing FIT kits containing instructions and information to patients who opted in.
2911,Mehta,strat_46,Work with educational institutions,1,"As a pragmatic trial conducted in partnership with a community health center, the results are generalizable to similar clinics that reﬂect racial and socioeconomic disparities.","The study was a partnership between researchers from educational institutions (University of Pennsylvania, Mayo Clinic) and a community health center to implement the intervention."
2911,Mehta,strat_49,Faciliate relay of clinical data to providers,1,Patients were identiﬁed via an automated data pull from the electronic health record (EHR) from February to April 2017.,"The study used an automated data pull from the electronic health record to identify eligible patients, which constitutes facilitating the relay of clinical data to providers and researchers for the intervention."
2911,Mehta,strat_52,Increase demand,1,Patients in the text messaging arm received an outreach message via a text messaging platform (Care Message) from the clinic describing the importance of colorectal cancer screening and requesting participation (Appendix 1).,"The intervention used text messages to educate patients about their need for colorectal cancer screening and prompted them to request a home test kit, thereby increasing demand for the screening."
2911,Mehta,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,opt-in text messaging with a 1-in-5 chance of winning a $100 gift card after FIT completion (text + lottery).,The intervention tested the use of a lottery-based financial incentive and sent multiple text message reminders to enhance patient uptake and completion of the FIT kits.
2911,Mehta,strat_55,Prepare patients/consumers to be active participants,1,They were asked to respond “Yes” in order to receive a home test kit.,"The intervention's opt-in design required patients to actively request a screening kit via text message, preparing them to be active participants in the screening process."
2911,Mehta,strat_56,Use mass media,1,Patients in the text messaging arm received an outreach message via a text messaging platform (Care Message) from the clinic describing the importance of colorectal cancer screening and requesting participation,"The study used an automated text messaging platform to send outreach messages to all eligible patients, which functions as a targeted mass media campaign."
2911,Mehta,strat_57,Access new funding,1,This trial was funded by a Patient Centered Outcomes Research Pilot from the Center for Therapeutic Eﬀectiveness Research at the University of Pennsylvania.,"The study was supported by a pilot grant, which represents accessing new funding to conduct the implementation trial."
2911,Mehta,strat_70,Change service sites,1,"If the participant responded yes, s/he received a FIT kit mailed to the home.","The intervention brought the screening service to the patient's home by mailing them a FIT kit, which aligns with the definition of changing service sites."
789,Modica,strat_2,Audit and provide feedback,1,"Previous findings by these authors point to the significance of several interventions that may have contributed to noted improvements: a formal written clinical policy, standing orders, patient recall/ outreach, performance data shared at the provider/team level, and performance data shared at the site/organizational level.","The text explicitly identifies sharing performance data at the provider, team, and organizational levels as an intervention that contributed to improvements, which is the definition of audit and feedback."
789,Modica,strat_5,Develop a formal implementation blueprint,1,"Many of the Change Areas are further broken down into smaller, yet flexible, action steps detailed in written Action Guides with concise, step-by-step instructions for change.","The Value Transformation Framework (VTF) and its associated written ""Action Guides"" with step-by-step instructions serve as a formal implementation blueprint to guide health centers."
789,Modica,strat_10,Stage implementation scale up,1,This two-state effort continued in six health centers in 2018 and then scaled and spread to a national level project in 2019. This national level application of the VTF was called the Elevate learning forum (“Elevate”). The 2019 project engaged 115 health centers and 17 primary care associations (PCAs) and/or health center controlled networks (HCCNs) across 16 states.,"The project was explicitly scaled up from a small application in a few health centers in 2017 and 2018 to a large, national-level project with 115 health centers in 2019."
789,Modica,strat_11,Centralize technical assistance,1,"In addition, staff within each participating orga- nization were invited to join a virtual online platform that served as a centralized repository of project information, tools, and resources.","The National Association of Community Health Centers (NACHC) served as the lead organization and provided a centralized virtual online platform with information, tools, and resources to support implementation."
789,Modica,strat_12,Facilitation,1,The learning community model involves multidisciplinary engage- ment with health center staff including regular calls and training plus supportive instruction and/or coaching.,"The project used a learning community model which provided an interactive support process through regular calls, training, and coaching to facilitate implementation of the Value Transformation Framework."
789,Modica,strat_14,Provide local technical assistance,1,"The VTF was operationalized in partnership with PCAs and HCCNs which allowed thesepartners to apply knowledge gained through the project to their own quality and transformation efforts with their member health centers, thereby leveraging and enhancing local, state, and regional transformation efforts.",The project partnered with state and regional Primary Care Associations (PCAs) and Health Center Controlled Networks (HCCNs) to provide local technical assistance to their member health centers.
789,Modica,strat_15,Promote adaptability,1,"The project, and application of the VTF conceptual framework, was designed to balance flexibility (to ensure ease of implementation) and fidelity/standardization (to aim for generalizability).","The project was explicitly designed to balance flexibility for ease of implementation with fidelity to the core framework, which is the essence of promoting adaptability."
789,Modica,strat_16,Tailor strategies,1,"The VTF is designed to be tailored to each health center’s unique organizational culture, quality improvement processes, and resources.","The Value Transformation Framework was explicitly designed to be tailored to fit the unique context, culture, and resources of each participating health center."
789,Modica,strat_18,Use data warehousing techniques,1,Data for the six measures of clinical care that the project tracked are part of routine data collection that health centers perform for federal reporting under the Uniform Data Systems (UDS).,"The project used existing, routinely collected data from the Uniform Data Systems (UDS) for federal reporting as the source for its outcome measures."
789,Modica,strat_19,Build a coalition,1,The partners engaged in the application of the VTF within each project year included: (1) National Association of Community Health Centers... (2) Health Centers... (3) Primary Care Associations... (4) Health Center Controlled Networks...,"The project involved a formal partnership between a national organization, health centers, primary care associations, and health center controlled networks to implement the Value Transformation Framework."
789,Modica,strat_20,Capture and share local knowledge,1,collaboration and sharing through the learning community model to implement evidence-based strategies that can improve systems.,The project utilized a learning community model to facilitate collaboration and sharing of knowledge and experiences among participating health centers.
789,Modica,strat_23,Develop and/or leveraging academic partnerships,1,"This project was submitted to the A.T. Still University (ATSU, Arizona) Institutional Review Board. It was deemed to be a quality improvement project (#2017-034) and classified as “non-jurisdiction” by the board.","The project involved an academic partnership with A.T. Still University, which was involved in the project's IRB submission and whose faculty co-authored the evaluation paper."
789,Modica,strat_27,Involve executive boards,1,NACHC engaged health center leaders (Chief Executive Officer/Executive Director and Chief Medical Officer/Medical Director) from the participating 115 health centers to identify a project lead.,"The project deliberately engaged top-level administrative and clinical leadership (CEOs, Executive Directors, CMOs, Medical Directors) at each health center from the outset."
789,Modica,strat_30,Organize clinician implementation team meetings,1,"health center leaders were encouraged to invite staff from a range of different roles to participate in the project. This typically included quality improvement and clinical staff as well as finance, health information technology, administrative, and other personnel.","The project encouraged the formation of multidisciplinary implementation teams at each health center, which included clinical staff, to participate in project activities."
789,Modica,strat_32,"Recruit, designate and train for leadership",1,NACHC engaged health center leaders (Chief Executive Officer/Executive Director and Chief Medical Officer/Medical Director) from the participating 115 health centers to identify a project lead.,The project designated change leaders at each site by having executive leadership identify a specific project lead to manage the implementation effort.
789,Modica,strat_35,Use an implementation advisor,1,The learning community model involves multidisciplinary engagement with health center staff including regular calls and training plus supportive instruction and/or coaching.,"The project utilized a learning community model that provided supportive instruction and coaching from external organizations (NACHC, PCAs) acting as implementation advisors to the health centers."
789,Modica,strat_36,Conduct educational meetings,1,"Information and education about the VTF were delivered through a variety of means, including “core” monthly one-hour webinars throughout the year and multiple “elective” learning forums.","The intervention delivered education about the new framework through monthly webinars and learning forums, which are forms of educational meetings."
789,Modica,strat_38,Conduct ongoing training,1,"Information and education about the VTF were delivered through a variety of means, including “core” monthly one-hour webinars throughout the year and multiple “elective” learning forums.","The intervention included monthly webinars delivered throughout the year, which constitutes a form of purposefully spaced, ongoing training."
789,Modica,strat_39,Create a learning collaborative,1,"Activities in support of this intervention included: (1) education about the VTF, (2) evidence-based interventions in each of the VTF’s 15 Change Areas, and (3) collaboration and sharing through the learning community model to implement evidence-based strategies that can improve systems.","The paper explicitly states that the intervention involved collaboration and sharing through a learning community model, which directly aligns with the definition of a learning collaborative."
789,Modica,strat_40,Develop educational materials,1,"Participants also regularly received “Action Guides” that outlined evidence-based, step-by-step actions that a health center can take for a specific Change Area and additional guidance on areas such as reimbursement.","The project developed and provided participants with ""Action Guides"" containing step-by-step instructions, which are a form of educational material."
789,Modica,strat_41,Distribute educational materials,1,"Participants also regularly received “Action Guides” that outlined evidence-based, step-by-step actions that a health center can take for a specific Change Area and additional guidance on areas such as reimbursement.","The text states that participants regularly received ""Action Guides,"" which demonstrates that educational materials were actively distributed as part of the intervention."
789,Modica,strat_45,Use train-the-trainer strategies,1,"The VTF was operationalized in partnership with PCAs and HCCNs which allowed thesepartners to apply knowledge gained through the project to their own quality and transformation efforts with their member health centers, thereby leveraging and enhancing local, state, and regional transformation efforts.","The project partnered with Primary Care Associations (PCAs) and Health Center Controlled Networks (HCCNs) to enable them to apply the knowledge gained to their own member health centers, which is a form of a train-the-trainer strategy."
789,Modica,strat_48,Develop resource sharing agreements,1,"The VTF was operationalized in partnership with PCAs and HCCNs which allowed thesepartners to apply knowledge gained through the project to their own quality and transformation efforts with their member health centers, thereby leveraging and enhancing local, state, and regional transformation efforts.","The project established partnerships between national, regional, and local organizations to share knowledge and expertise, which constitutes a resource sharing agreement."
789,Modica,strat_49,Faciliate relay of clinical data to providers,1,"Previous findings by these authors point to the significance of several interventions that may have contributed to noted improvements: a formal written clinical policy, standing orders, patient recall/ outreach, performance data shared at the provider/team level, and performance data shared at the site/organizational level.","The project shared performance data with providers and teams, which is a form of relaying clinical data to guide practice improvement."
789,Modica,strat_50,Remind clinicans,1,"Additional research by the authors echoed the important role of standing orders, sharing performance data, and electronic health record alerts.",The use of electronic health record alerts serves as a reminder to clinicians to perform specific actions during patient encounters.
789,Modica,strat_51,Revise professional roles,1,"To further illustrate an example as applied to cancer screening, one recommendation included the implementation of standing orders for cancer screening while acknowledging that implementation must consider local/state laws and licensure parameters fit to local conditions.","The implementation of standing orders revises professional roles by empowering staff, such as nurses, to initiate clinical protocols."
789,Modica,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,"Previous findings by these authors point to the significance of several interventions that may have contributed to noted improvements: a formal written clinical policy, standing orders, patient recall/ outreach, performance data shared at the provider/team level, and performance data shared at the site/organizational level.","The text identifies patient recall/outreach, which serves as a patient reminder, as a significant intervention that may have contributed to the improvements observed in the study."
789,Modica,strat_57,Access new funding,1,"Funded under a Cooperative Agreement with the Centers for Disease Control and Prevention, #NU38OT000310.","The project was supported by a cooperative agreement with the CDC, which represents accessing new grant funding for the implementation effort."
789,Modica,strat_65,Use other payment schemes,1,"The Value Transformation Framework (VTF) outlines evidence-based actionable steps that health centers can readily implement to bring about changes needed to transition from volume-based to value-based care, with value defined by the Quintuple Aim goals of improved health outcomes, improved patient experience, improved staff experience, reduced costs, and improved equity.","The intervention explicitly used the Value Transformation Framework to provide actionable steps for health centers to transition from a volume-based to a value-based payment scheme, which aligns payment with outcomes."
790,Modica,strat_1,Assess for readiness and identify barriers and faciliators,1,"Prior to project launch, and again at the conclusion of Year 1, we administered organizational assessments at each participating health center. To corroborate the data reported, multiple members of each health center team participated in these assessments. Before the in-person project launch sessions, we administered a pre-intervention assessment comprised of 75 items.",The study team administered a 75-item pre-intervention organizational assessment to capture data on organizational factors and interventions already in place before the project began.
790,Modica,strat_2,Audit and provide feedback,1,"Individual interventions (Table 5) that were associated with a greater percentage of patients receiving CRCS included: standing orders for CRCS, sharing of CRCS performance data at the site and/or health center level, and electronic health record (EHR) provider alerts for CRCS.",Sharing colorectal cancer screening performance data at the site and health center level was a specific intervention implemented by the health centers to improve screening rates.
790,Modica,strat_3,Conduct cyclical small tests of change,1,"Change activities were framed within health center quality improvement (QI) eﬀorts that include the Model for Improvement's Plan-Do-Study-Act (PDSA) approach (Langley et al., 2009), oﬀering concrete action steps staﬀcould readily implement.",The project explicitly framed its change activities within the Plan-Do-Study-Act (PDSA) cyclical approach as part of its quality improvement model.
790,Modica,strat_4,Conduct local needs assessment,1,"At the launch meetings, each health center team mapped current patient visit workﬂows and CRCS processes. They outlined possible areas of system and CRCS interventions to pursue during the intervention period.",Each local health center team conducted a needs assessment by mapping their current workflows and processes to identify gaps and areas for intervention.
790,Modica,strat_5,Develop a formal implementation blueprint,1,The project team embedded evidence-based cancer screening interventions within the project Learning Community Model that included: ... Evidence-based transformation “action steps” outlined in the Action Guides of the Value Transformation Framework;,"The project used the Value Transformation Framework and its associated Action Guides, which outlined specific evidence-based steps, as a formal blueprint to guide the implementation process."
790,Modica,strat_7,Develop and organize quality monitoring systems,1,"While FQHCs report UDS metrics on an annual basis, participating health centers tracked and reported data to the project team monthly. The project team provided coaching and support in data validation and collection and reporting of measures. Teams also reported qualitative data on implementation of interventions via a monthly narrative report.","The project organized a quality monitoring system by requiring participating centers to track and report both quantitative screening data and qualitative implementation data monthly, a more frequent cadence than the standard annual reporting."
790,Modica,strat_9,Purposefully reexamine the implementation,1,participating health centers tracked and reported data to the project team monthly. ... Teams also reported qualitative data on implementation of interventions via a monthly narrative report.,The project established a concrete schedule for reexamining the implementation through required monthly quantitative data tracking and qualitative narrative reports from each site.
790,Modica,strat_11,Centralize technical assistance,1,"The learning model for this study included an initial in-person training led by the NACHC team, supplemented by face-to-face coaching and support by state PCA staﬀ, and project-wide virtual learning modalities including webinars, conference calls, and telephonic technical assistance and coaching.","NACHC, a national organization, served as the central project lead and provided technical assistance to participating health centers through various virtual modalities including telephonic support."
790,Modica,strat_12,Facilitation,1,"Throughout the project year, the project team guided and coached health center staﬀin evidenced-based action steps outlined in additional Action Guides (Care Management, Care Teams, Patient Engagement, and Leadership).",The project team provided an interactive support process through a Learning Community Model that included active coaching to guide health centers in implementing evidence-based interventions.
790,Modica,strat_14,Provide local technical assistance,1,"The learning model for this study included an initial in-person training led by the NACHC team, supplemented by face-to-face coaching and support by state PCA staﬀ, and project-wide virtual learning modalities including webinars, conference calls, and telephonic technical assistance and coaching.","State-level Primary Care Associations (PCAs) provided local, face-to-face coaching and support to the health centers, connecting them to the broader national project."
790,Modica,strat_15,Promote adaptability,1,"While we provided a standardized conceptual framework for systems change, each health center was able to operationalize evidence-based interventions in ways that matched their organizational culture, QI systems, and resources—therefore, the unique methods used by each health center may not be generalizable.","The project allowed each health center to adapt the implementation of evidence-based interventions to fit their local context, culture, and resources."
790,Modica,strat_16,Tailor strategies,1,"Through a collaborative dialogue process, each health center selected its own ﬁnal number and type of evidence-based interventions to implement.","Health centers tailored the intervention by selecting the specific number and type of evidence-based interventions to implement based on their local priorities, resources, and staffing."
790,Modica,strat_17,Use data experts,1,"Each of the 8 participating health centers identiﬁed a team of individuals to lead project eﬀorts that included, at a minimum, a nurse care manager, a provider, and QI, health information technology (HIT), and ﬁnance representatives.","Each participating health center team included quality improvement (QI) and health information technology (HIT) representatives, who are considered data experts, to lead the project efforts."
790,Modica,strat_18,Use data warehousing techniques,1,"We collected CRCS data using guidelines for health center federal reporting under the Uniform Data Systems (2017) (Table 2) (HRSA, 2017).",The project utilized the existing federal Uniform Data Systems (UDS) reporting guidelines and infrastructure to collect and track the primary outcome measure of colorectal cancer screening rates.
790,Modica,strat_19,Build a coalition,1,"The final selected organizations included four health centers each in Georgia and Iowa (Table 1) (6 urban, 2 rural) (U.S. Census Bureau, 2010) with the Georgia and Iowa Primary Care Associations serving as PCA/HCCN partners.","The project established a partnership between a national organization (NACHC), state-level associations (PCAs/HCCNs), and local health centers to implement the intervention, which fits the definition of building a coalition."
790,Modica,strat_21,Conduct local consensus discussions,1,"Through a collaborative dialogue process, each health center selected its own final number and type of evidence-based interventions to implement.","The project involved a collaborative dialogue process within each health center to select the specific evidence-based interventions they would implement, which constitutes a local consensus discussion."
790,Modica,strat_23,Develop and/or leveraging academic partnerships,1,"Joy H. Lewisb, Curt Bayc b A.T. Still University, School of Osteopathic Medicine in Arizona, 5850 E. Still Circle, Mesa, AZ 85206, United States of America c Department of Interdisciplinary Health Sciences, Arizona School of Health Sciences, A.T. Still University, 5850 E. Still Circle, Mesa, AZ 85206, Mesa, AZ 85206, United States of America","The project involved authors and institutional review from A.T. Still University, demonstrating a partnership with an academic institution to conduct the quality improvement project and publish the findings."
790,Modica,strat_24,Identify and prepare champions,1,"Interventions that appeared to be associated with greater CRCS, but that did not achieve statistical significance, included written procedures or workﬂows for CRCS, pre-visit chart reviews for CRCS, patient outreach and recall, patient incentives, performance shared at the provider and/or team level, and having a CRCS clinical champion.",The use of a clinical champion for colorectal cancer screening was explicitly tracked as one of the key interventions implemented by the participating health centers.
790,Modica,strat_27,Involve executive boards,1,"This subset included: (1) Population Health Management (speciﬁcally Risk Stratiﬁcation and Models of Care), (2) Care Management, (3) Care Teams, (4) Patient Engagement, and (5) Leadership.","The project explicitly guided all participating health centers through the ""Leadership"" change area of the Value Transformation Framework, indicating a deliberate strategy to involve organizational leadership."
790,Modica,strat_28,Model and simulate change,1,"At the launch meetings, each health center team mapped current patient visit workﬂows and CRCS processes.","Health center teams engaged in interactive workflow mapping to model their current processes and identify areas for intervention, which aligns with the strategy of modeling change."
790,Modica,strat_29,Obtain formal commitments,1,"In 2017, serving as the project lead, NACHC selected PCAs to participate in the Cancer Transformation Project through a competitive application process.","The participation of Primary Care Associations was determined through a competitive application process, which implies a formal commitment to the project's goals and requirements."
790,Modica,strat_30,Organize clinician implementation team meetings,1,"The Learning Community Model (based on the Institute for Healthcare Improvement's Breakthrough Series and HRSA's Health Disparities Collaborative) includes the core components of a cross-disciplinary health center team, regular project calls and training, and active coaching.","The project's Learning Community Model explicitly included organizing regular project calls, webinars, and conference calls for the multi-disciplinary health center implementation teams."
790,Modica,strat_32,"Recruit, designate and train for leadership",1,Health centers received funding to support the hiring of a nurse care manager.,The project provided funding for health centers to hire nurse care managers who were designated to support and lead key aspects of the project efforts.
790,Modica,strat_35,Use an implementation advisor,1,"The learning model for this study included an initial in-person training led by the NACHC team, supplemented by face-to-face coaching and support by state PCA staff, and project-wide virtual learning modalities including webinars, conference calls, and telephonic technical assistance and coaching.","The project utilized a learning model where an external NACHC team and state PCA staff provided training, face-to-face coaching, and telephonic technical assistance to the health centers, serving as implementation advisors."
790,Modica,strat_36,Conduct educational meetings,1,"We held initial in-person project launch meetings with health center teams and PCA/HCCN QI staﬀin each state (January 31, 2017, Iowa; March 2, 2017, Georgia). At these meetings, the NACHC Principal Investigator (PI) presented the project model and approach and reviewed expectations and requirements.","The project held in-person launch meetings and virtual webinars and conference calls to educate participants on the project model, QI fundamentals, and evidence-based interventions."
790,Modica,strat_39,Create a learning collaborative,1,"We combined the Value Transformation Framework, evidence-based CRCS interventions, and the Learning Community Model to drive health center system improvements and implement evidence-based practices.","The project explicitly used a ""Learning Community Model,"" which is a type of learning collaborative, to bring together multidisciplinary teams from multiple health centers."
790,Modica,strat_40,Develop educational materials,1,"Based on Action Guides to direct change, the project team directed health center teams to begin their work by ﬁrst completing a risk stratiﬁcation process to divide their patient population by risk category (Action Guide: Risk Stratiﬁcation).","The project developed and used ""Action Guides"" to provide evidence-based action steps and direct change for the participating health center teams."
790,Modica,strat_41,Distribute educational materials,1,"During the intervention year, all teams received core content in six transformation areas via the Value Transformation Framework's Action Guides: Population Health—Risk Stratiﬁcation; Population Health—Models of Care; Care Management; Care Teams; Patient Engagement; and Leadership.","The project distributed ""Action Guides"" to all participating teams to provide them with core content on key transformation areas."
790,Modica,strat_42,Make training dynamic,1,"At the launch meetings, each health center team mapped current patient visit workﬂows and CRCS processes.","The launch meetings included dynamic, interactive components such as having each health center team map their own workflows."
790,Modica,strat_43,Provide ongoing consultation,1,"The learning model for this study included an initial in-person training led by the NACHC team, supplemented by face-to-face coaching and support by state PCA staﬀ, and project-wide virtual learning modalities including webinars, conference calls, and telephonic technical assistance and coaching.","The project provided ongoing, tailored support through face-to-face and telephonic coaching and technical assistance from the project team and state PCA staff."
790,Modica,strat_49,Faciliate relay of clinical data to providers,1,"Individual interventions (Table 5) that were associated with a greater percentage of patients receiving CRCS included: standing orders for CRCS, sharing of CRCS performance data at the site and/or health center level, and electronic health record (EHR) provider alerts for CRCS.",The project facilitated the relay of clinical data to providers by sharing colorectal cancer screening performance data at the site and health center level.
790,Modica,strat_50,Remind clinicans,1,"Individual interventions (Table 5) that were associated with a greater percentage of patients receiving CRCS included: standing orders for CRCS, sharing of CRCS performance data at the site and/or health center level, and electronic health record (EHR) provider alerts for CRCS.","The use of electronic health record provider alerts for colorectal cancer screening serves as a direct, electronic reminder to clinicians."
790,Modica,strat_51,Revise professional roles,1,"Individual interventions (Table 5) that were associated with a greater percentage of patients receiving CRCS included: standing orders for CRCS, sharing of CRCS performance data at the site and/or health center level, and electronic health record (EHR) provider alerts for CRCS.",The implementation of standing orders for colorectal cancer screening revises professional roles by allowing non-physician staff to initiate the screening process.
790,Modica,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,"5. Patient outreach/recall for CRCS
6. Patient incentive for CRCS","The study implemented patient outreach/recall and patient incentives, which are explicit examples of interventions to enhance patient uptake and adherence."
790,Modica,strat_57,Access new funding,1,Health centers received funding to support the hiring of a nurse care manager.,The project provided funding to the participating health centers specifically to hire nurse care managers to support the implementation effort.
790,Modica,strat_69,Change record systems,1,"Individual interventions (Table 5) that were associated with a greater percentage of patients receiving CRCS included: standing orders for CRCS, sharing of CRCS performance data at the site and/or health center level, and electronic health record (EHR) provider alerts for CRCS.","The study implemented provider alerts within the electronic health record system to prompt for colorectal cancer screening, which constitutes a change to the record system to support the innovation."
794,Mojica,strat_4,Conduct local needs assessment,1,"Prior to the intervention, patients referred for a mammogram or colonoscopy were told to expect a call from the third party provider. We revised protocols to include having clinic staff call the mammography diagnostic center to make an appointment on-the-spot and created a referral form for patients requiring a colonoscopy that included contact information for the colonoscopy center.","The team assessed the existing local referral process, identified it as a barrier to care, and revised the protocol to address this gap."
794,Mojica,strat_5,Develop a formal implementation blueprint,1,"Together with the FQHC, we outlined eligibility criteria, project protocols, project implementation, and evaluation activities. With the community organizations, we outlined recruitment protocols—when to recruit, how to recruit, and connections with other organizations, etc.",The implementation team collaborated with partner organizations to develop and outline specific protocols to guide project implementation and recruitment.
794,Mojica,strat_9,Purposefully reexamine the implementation,1,"CHWs attended monthly team meetings to review study protocols, discuss recruitment and enrollment, track project implementation, and problem solve challenges.",The implementation was purposefully reexamined through scheduled monthly meetings where the team tracked progress and addressed challenges.
794,Mojica,strat_10,Stage implementation scale up,1,The education-plus-navigation intervention was based on the Health Belief Model (HBM) and refined based on our pilot study [3].,The intervention was explicitly refined based on the findings and experiences from a preceding pilot study.
794,Mojica,strat_12,Facilitation,1,"CHWs attended monthly team meetings to review study protocols, discuss recruitment and enrollment, track project implementation, and problem solve challenges. CHWs also checked in twice per week (on Mondays and Fridays) with the project coordinator to discuss weekly goals and activities.","The project coordinator engaged in an interactive support process with the Community Health Workers through regular meetings and check-ins to problem-solve and track implementation, which aligns with the definition of facilitation."
794,Mojica,strat_14,Provide local technical assistance,1,"CHWs attended monthly team meetings to review study protocols, discuss recruitment and enrollment, track project implementation, and problem solve challenges. CHWs also checked in twice per week (on Mondays and Fridays) with the project coordinator to discuss weekly goals and activities.","The project coordinator provided local technical assistance to the Community Health Workers on implementation processes through regular meetings focused on reviewing protocols, tracking progress, and problem-solving."
794,Mojica,strat_16,Tailor strategies,1,We revised protocols to include having clinic staff call the mammography diagnostic center to make an appointment on-the-spot and created a referral form for patients requiring a colonoscopy that included contact information for the colonoscopy center.,The study team deliberately tailored the referral process by revising protocols to better ensure patient follow-up and screening completion.
794,Mojica,strat_18,Use data warehousing techniques,1,"Our primary outcome was receipt of at least one cancer screening test (i.e., mammogram, Pap smear, stool blood test, or colonoscopy) as listed in the participant’s medical records.",The study used existing patient medical records to collect data on the primary outcome of cancer screening receipt.
794,Mojica,strat_19,Build a coalition,1,"In collaboration with a federally qualified health center (FQHC) and three community organizations, we implemented (from September 2012 to August 2015) a cancer education-plus-navigation intervention designed to increase knowledge and cancer screening for breast, cervical, and colorectal cancer.","The study team collaborated with an FQHC and three community organizations, defining roles and sharing responsibilities to implement the intervention."
794,Mojica,strat_21,Conduct local consensus discussions,1,"Together with the FQHC, we outlined eligibility criteria, project protocols, project implementation, and evaluation activities. With the community organizations, we outlined recruitment protocols—when to recruit, how to recruit, connections with other organizations, etc.",The study team engaged in discussions with the FQHC and community organizations to collaboratively outline and agree upon project protocols and implementation activities.
794,Mojica,strat_23,Develop and/or leveraging academic partnerships,1,The study was exempt from The University of Texas Health Science Center at San Antonio Institutional Review Board.,"The project was led by university-affiliated researchers and involved a university IRB, indicating a leveraged academic partnership with community sites."
794,Mojica,strat_28,Model and simulate change,1,CHWs practiced giving educational sessions and role-played recruiting and administering surveys.,The community health workers engaged in role-playing exercises to simulate and practice key intervention activities like recruitment and survey administration.
794,Mojica,strat_29,Obtain formal commitments,1,"The three community-based organizations considered our formal partners provided support in terms of office space, access to their clientele, and served as liaisons to other community groups.",The study established formal partnerships with community-based organizations that included commitments for tangible support like office space and access to clientele.
794,Mojica,strat_30,Organize clinician implementation team meetings,1,"Additionally, the clinic-based CHW attended the FQHCs new employee training and regular clinic staff meetings.","The clinic-based community health worker, a key implementation team member, attended regular clinic staff meetings at the FQHC."
794,Mojica,strat_31,Promote network weaving,1,"Additionally, the two CHWs were instrumental in recruiting additional organizations via their own personal contacts and knowledge of key community groups.","The community health workers used their personal contacts and knowledge of the community to recruit additional organizations, thereby acting as network weavers."
794,Mojica,strat_36,Conduct educational meetings,1,"CHWs attended monthly team meetings to review study protocols, discuss recruitment and enrollment, track project implementation, and problem solve challenges.",The study team conducted monthly meetings with the Community Health Workers to review protocols and discuss project implementation.
794,Mojica,strat_38,Conduct ongoing training,1,"Additionally, the CHWs attended a 2-week training at the start of the project and yearly booster sessions.",The Community Health Workers received yearly booster training sessions in addition to their initial training.
794,Mojica,strat_40,Develop educational materials,1,We developed tabletop bilingual flipcharts for each of the three cancers and each with English and Spanish versions. The flipcharts had visual content for participants on one side and narrative content for CHWs on the other side.,"The study team developed targeted educational materials, including bilingual tabletop flipcharts with visual and narrative content, for the intervention."
794,Mojica,strat_41,Distribute educational materials,1,CHWs distributed promotional posters and flyers and approached potential participants individually and in groups to briefly explain the program and assess eligibility.,Community Health Workers distributed promotional materials such as posters and flyers to recruit participants and explain the program.
794,Mojica,strat_42,Make training dynamic,1,CHWs practiced giving educational sessions and role-played recruiting and administering surveys.,The training for Community Health Workers was made dynamic by including interactive components such as practice sessions and role-playing.
794,Mojica,strat_48,Develop resource sharing agreements,1,"The three community-based organizations considered our formal partners provided support in terms of office space, access to their clientele, and served as liaisons to other community groups.","The project established formal partnerships with community organizations to share resources like office space and access to participants, which fits the definition of a resource sharing agreement."
794,Mojica,strat_51,Revise professional roles,1,"A critical piece of this intervention was the integration of a CHW into the medical team. This gave the clinic-based CHW the ability to directly schedule appointments for participants, thereby eliminating the scheduling barrier.","The role of the community health worker was expanded and integrated into the medical team, giving them the new responsibility of directly scheduling appointments to eliminate a service barrier."
794,Mojica,strat_52,Increase demand,1,"we implemented... a cancer education-plus-navigation intervention designed to increase knowledge and cancer screening for breast, cervical, and colorectal cancer.","The intervention educated participants about cancer screening, guidelines, and the benefits of early detection to increase their uptake of screening services."
794,Mojica,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,"Navigation support services included scheduling clinic appointments, reminder and follow-up calls before and after clinic appointments, assistance completing clinic paperwork, and help with transportation and other barriers.",The intervention provided reminders and follow-up calls to patients to enhance adherence to scheduled appointments.
