ID number,Author last name,Variable name,Strategy name,Coded Value,"Kirsten, Dena, Allison checking ",Textual Evidence,Rationale
4746,Llavona-Ortiz,strat_52,Increase demand,1,,"When handing over the printed prompt, the CHW encouraged participants to use this document as an icebreaker when discussing their CRCS intentions with their healthcare provider.","The intervention educated patients and provided them with a provider prompt to encourage them to ask for colorectal cancer screening, which fits the definition of increasing demand for a clinical innovation."
4202,Coronado,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,Participants in the standard condition were mailed a FIT and received live telephone reminders to return it. Participants in the enhanced condition also received a tailored advance notiﬁcation (text message or live phone call) and two automated phone call reminders.,"The study intervention explicitly used advance notifications and various types of reminders (live phone call, automated phone call, text message) to encourage patients to complete and return their mailed fecal immunochemical test kits."
4247,Coronado,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,"Group 1 patients were delivered the following components: (i) an advance notiﬁcation one-way text message (1–2 days before anticipated receipt of the mailed FIT); (ii) a mailed FIT test; (iii) a series of two automated phone call reminders (sent 2 weeks and 4 weeks following the mailing); and (iv) live reminder calls delivered at the discretion of clinic staff on care teams (beginning six weeks following the mailing), consistent with usual care.","The study implemented an intervention that included advance text message notifications and a series of automated and live phone call reminders to encourage patients to complete the mailed FIT test, which directly aligns with the strategy of intervening with patients to enhance uptake."
4519,EspinozaSalomon,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,"Each week, a member of the study team reviewed each participant’s data with them, praising achievements, identifying barriers to physical activity, and discussing solutions.","This describes a deliberate strategy of reviewing patient-generated data and problem-solving with them to encourage adherence to the physical activity component of the intervention, which directly fits the definition."
4052,Gautom,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,"Patient navigators assisted patients with a myriad of services including CRC screening education, barrier assessment, addressing barriers to completing a colonoscopy, language translation, appointment reminders and scheduling, acting as a liaison with the gastroenterology facility, bowel prep education assistance, and transportation and companion assistance.","The patient navigation program directly intervened with patients through reminders, scheduling assistance, and problem-solving around barriers to encourage adherence to the recommended follow-up colonoscopy."
3994,Ghosh,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,Staff also placed CCS clinic reminder calls 1 d before the scheduled CCS-only clinic.,"The intervention included placing reminder calls to patients one day before their scheduled appointment, which is a specific example of intervening with patients to enhance uptake as defined by the strategy."
4069,Glasser,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,"As part of this tailored intervention, the patient navigator provided reminder calls prior to colonoscopy procedures at 1 week, 2 days (for prep), and 1 day before to avoid no-shows and last-minute cancellations.",The use of patient navigators to provide reminder calls and follow-up phone calls to ensure screening completion is a direct application of intervening with patients to enhance uptake and adherence.
4727,Jelalian,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,Brief monthly calls were conducted with families during the delay period as a retention strategy.,"The use of brief monthly calls is a deliberate strategy to keep families engaged and in the study, which directly supports adherence to the study protocol and intervention."
4701,Katz,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,"If the FIT kit was not returned in two weeks (the timing suggested by community members and supported by research), a mailed reminder letter to complete the FIT was sent to patients in the video brochure group.","The study used mailed reminder letters to prompt patients who had not returned their FIT kit, which is a direct intervention with patients to enhance uptake of the screening test."
4503,McCann,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,sent 73 outreach messages speciﬁc to scheduling appointments for patients to obtain cervical cancer screening.,"The project sent outreach messages to patients, which function as reminders to schedule appointments and enhance uptake of the screening service, directly aligning with the strategy's definition."
3987,Nuno,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,The weekly 2 h sessions were broken down into the following seven segments: (S1) assessment of personal goal; (S2) review of last week’s topic; (S3) review of weekly goal; (S4) introduction to the week’s topic; (S5) lecture and activities; (S6) physical activity; and (S7) summary of the session.,"The intervention's weekly structure, which included assessing and reviewing personal goals, is a direct strategy with patients to encourage and problem-solve around adherence to the program's behavioral targets."
4647,Samuel-Hodge,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,Follow-up calls 1–3 (optional 4th call) Check-in on goal progress (successes and challenges related to the topic(s) covered) Check-in on referrals (actions taken or barriers to following through or receiving services) Reminder or scheduling of next counseling session,"The study used follow-up calls to check on participants' progress, problem-solve challenges, and discuss barriers, which directly fits the definition of intervening with patients to enhance uptake and adherence."
3974,Shareef,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,"Call patient to provide reminders, identify barriers, and solutions for scheduling","The patient navigator directly intervenes with patients by calling them to provide reminders and problem-solve barriers to scheduling a follow-up colonoscopy, which aligns with the definition of enhancing patient uptake and adherence."
4545,TangkaFKL,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,"The navigation program included text message reminders, reminder calls, and motivational interviewing, but the timeline and number of reminder texts and calls differed by year (Table 1).","The text describes a patient navigation program that used text message reminders, reminder calls, and motivational interviewing to encourage patients to return their colorectal cancer screening kits, which directly aligns with the definition of intervening with patients to enhance uptake and adherence."
4684,Thakur,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,"Follow-up visits were scheduled according to the patient’s HbA1c levels. For patients with HbA1c levels greater than 9%, follow-up visits were recommended every 2 weeks. In contrast, patients with HbA1c levels between 6% and 8% (relatively stable glucose control) were scheduled for follow-up every 3 months.","This describes a structured system of follow-up visits, tailored to patient need, to review data and manage the intervention, which is a strategy to encourage and problem-solve around adherence."
3934,Venishetty,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,The project navigator called all participants one and two weeks after the packets were sent to remind them to return their FIT kits and forms.,The use of reminder phone calls by a project navigator to prompt participants to return their FIT kits is a direct intervention with patients to encourage adherence to the screening protocol.
4068,Yan,strat_53,Intervene with patients/consumers to enhance uptake and adherence,1,,"In addition, 18 mentioned liking logistic functions of the SMS text messaging program, such as the texts acting as reminders and the quiz functions. For example, participants shared that the texts helped with “remembering that [they] need to take care of [themselves]” and that “it was just a nice little reminder a few times a week.”","The study implemented a text messaging intervention that sent reminders to patients to encourage adherence to diabetes self-management, which directly aligns with the definition of intervening with patients to enhance uptake and adherence."
4202,Coronado,strat_54,Involve patients/consumers and family members,1,,"We used boot camp translation (BCT; ref. 27), a validated community engagement process, to develop the content and select the format of advance notiﬁcations and reminders for the enhanced program.","The study involved patients through a community engagement process called boot camp translation to develop and refine the content and format of the intervention materials, directly fitting the definition of engaging consumers in the implementation effort."
4519,EspinozaSalomon,strat_54,Involve patients/consumers and family members,1,,"For parents who work or are otherwise unable to attend themselves, other family members (typically grandparents or adult siblings) may participate in their place.","This statement describes a deliberate adaptation to include and engage other family members in the implementation effort to ensure the family unit can participate, which is the core of this strategy."
3994,Ghosh,strat_54,Involve patients/consumers and family members,1,,The operations team wanted to collect patient satisfaction data on the evening/weekend CCS clinics to improve clinics in the future.,The project team collected patient satisfaction data via surveys specifically to get feedback from patients to improve the implementation of future cervical cancer screening clinics.
4701,Katz,strat_54,Involve patients/consumers and family members,1,,"The pilot study followed the development of the program by extensive input from Appalachian community members and healthcare providers practicing in Appalachia Ohio that occurred prior to the start of the COVID-19 pandemic. Three focus groups and five interviews were conducted with 19 community members and four groups with 18 healthcare providers (physicians, nurse practitioners). Discussions centered on barriers and facilitators for CRC screening and the content and format for the proposed intervention materials.","The intervention materials were developed based on extensive input from community members through focus groups and interviews, directly involving them in the design of the implementation effort."
4068,Yan,strat_54,Involve patients/consumers and family members,1,,"When asked what aspects they would change about the SMS text messaging program, 29 of 43 (67%) patients reported that they would change nothing, 6 (14%) wanted more information or content, 5 (12%) wanted the ability to respond to more SMS text messages, and 3 (7%) wanted to change the timing of the messages.","The study collected feedback from patients via free-text questions about their experience with the text messaging program and what they would change, which constitutes involving patients in the evaluation of the implementation effort."
4052,Gautom,strat_55,Prepare patients/consumers to be active participants,1,,"Patient navigators assisted patients with a myriad of services including CRC screening education, barrier assessment, addressing barriers to completing a colonoscopy, language translation, appointment reminders and scheduling, acting as a liaison with the gastroenterology facility, bowel prep education assistance, and transportation and companion assistance.",The patient navigation program provided CRC screening and bowel prep education to prepare patients with the knowledge needed to actively participate in their follow-up care.
4746,Llavona-Ortiz,strat_55,Prepare patients/consumers to be active participants,1,,"Upon completing the TIMI, participants received a printed provider prompt indicating their intent regarding CRCS: (1) “I will definitely get screened to prevent CRC”, (2) “I am thinking about getting screened for CRC”, or (3) “I am not interested in getting screened for CRC.”).","The intervention used a provider prompt to help patients articulate their screening intentions and facilitate a discussion with their doctor, thereby preparing them to be active participants in their care."
4036,McAtee,strat_55,Prepare patients/consumers to be active participants,1,,"The final HRA captured baseline and follow-up chronic disease behaviors, patient knowledge and attitudes, and chronic disease self-management.","The program used a Health Risk Assessment to explicitly measure and address patient knowledge, attitudes, and self-management skills, with the goal of increasing their confidence and ability to manage their own chronic conditions, which prepares them to be active participants in their care."
3987,Nuno,strat_55,Prepare patients/consumers to be active participants,1,,"The 13-week calendar presented topics in the following order: (W1) introduction to MSD; (W2) living a healthy life with T2D; (W3) are you at risk of developing CVD?; (W4) maintaining a healthy weight; (W5) beneﬁts of physical activity; (W6) glucose and sugar; (W7) everything you need to know about high blood pressure, salt, and sodium; (W8) control your cholesterol, eat less fat; (W9) is our community healthy?; (W10) enjoy life with emotional well-being; (W11) effective management of T2D is a shared responsibility; (W12) enjoy healthy meals with friends and family, meal demonstration; and (W13) review/graduation.","The intervention curriculum included a specific session on 'effective management of T2D is a shared responsibility,' which directly prepares patients to be active participants in their own care."
4545,TangkaFKL,strat_55,Prepare patients/consumers to be active participants,1,,"AltaMed provided informational brochures to educate patients on all available screening options, and patients could choose a CRC screening test, for example FIT or FIT‐DNA, based on their preference during their discussion with providers.","The program provided informational brochures on all screening options and allowed patients to choose their preferred screening test in discussion with their provider, which prepares patients to be active participants in their care decisions."
4890,Ung,strat_55,Prepare patients/consumers to be active participants,1,,Education on the purpose of this screening test was provided during counseling by both members of the medical care team and research staff.,"This quote describes a deliberate educational effort to prepare patients to actively participate in the screening by understanding its purpose, which aligns with the strategy of preparing patients to be active participants in their care."
4258,Mehta,strat_56,Use mass media,1,,Patients in the colonoscopy-only arm were mailed a letter describing the importance of colorectal cancer screening and encouraging them to get screened via colonoscopy using the colonoscopy referral included with the letter.,"The study used mailed letters to a large number of eligible patients to spread the word about colorectal cancer screening options, which fits the definition of using mass media like mass mailings."
4545,TangkaFKL,strat_56,Use mass media,1,,AltaMed also used mass mailers with FIT kits to reach patients before 2021 and continued this practice with the patient navigation program.,"The FQHC used mass mailers with FIT kits to reach a large number of patients and encourage screening, which is a form of mass media explicitly mentioned in the strategy definition."
4068,Yan,strat_56,Use mass media,1,,"The research team sent messages through the Midwest Clinicians’ Network (MWCN) listserv, set up a webinar through the MWCN, advertised in the quarterly MWCN e-newsletter, and mailed a letter and brochures about the study to the directors of all MWCN member health centers.","The study used mass media channels, specifically a listserv, e-newsletter, and mass mailings, to recruit a large number of health centers to participate in the implementation of the intervention."
5032,Burgermaster,strat_57,Access new funding,1,Not clear. This funding was likely received prior to this study not within the contect of the study,Agency for Healthcare Research and Quality R21HS027660.,"The study was supported by a grant from the Agency for Healthcare Research and Quality, which represents accessing new funding to facilitate the implementation and evaluation of the intervention."
4025,Champion,strat_57,Access new funding,1,Correct,"Utilizing the 340B program, the team protocolized ADA Guidelines to promote the early adoption of first-line medications, glucagon-like peptide1 receptor agonists (GLP1 RAs) and sodium-glucose cotransporter 2 inhibitors (SGLT2is) to improve patient outcomes.","The text shows the FQHC utilized the 340B program, an existing financial mechanism, to fund the implementation of new guideline-recommended medications by making them affordable for the clinic."
4202,Coronado,strat_57,Access new funding,1,,This research was funded by a grant from the National Institutes of Minority Health and Health Disparities (U01 MD010665).,"The study was supported by a grant from the NIH, which represents accessing new money to facilitate the implementation and evaluation of the mailed FIT outreach program."
3936,Farley,strat_57,Access new funding,1,,"This project was funded in part under grant number R18 HS027754-01A1 from the Agency for Healthcare Research and Quality (AHRQ), US Department of Health and Human Services (HHS).","The study, which evaluated the implementation of a pharmacist-led SDoH screening and referral process, was explicitly supported by a federal grant, which constitutes accessing new funding to facilitate the implementation."
4052,Gautom,strat_57,Access new funding,1,,Research reported in this publication was supported by the National Cancer Institute of the National Institutes of Health under Award Number R01CA218923 given to Kaiser Foundation Research Institute.,"The text explicitly states that the research, which involved implementing and evaluating the patient navigation program, was supported by a grant from the National Cancer Institute, which constitutes accessing new funding to facilitate the implementation."
3994,Ghosh,strat_57,Access new funding,1,,"All funding was internal from the EBNHC Adult Medicine, Family Medicine, and Women’s Health Departments.","The project was supported by dedicated internal funding from multiple departments, which represents a new use of existing money specifically to facilitate the implementation activities like chart reviews and extra clinics."
4617,Hammarlund,strat_57,Access new funding,1,,This work was fully supported by The Leona M. and Harry B. Helmsley Charitable Trust (Grant Award Number: AWD06490; Reference: 2005-03934).,"The paper explicitly states that the work, which includes the Project ECHO Diabetes program, was fully supported by a grant from a charitable trust, which is a direct example of accessing new funding to facilitate implementation."
4727,Jelalian,strat_57,Access new funding,1,,This study was supported by the Centers for Disease Control and Prevention (CDC; Award No. U18 DP006429 to E.J.).,"The study explicitly states it was supported by a grant from the CDC, which represents accessing new funding to facilitate the implementation of the JOIN for ME program."
4701,Katz,strat_57,Access new funding,1,,"This study was supported by research grants from the National Institutes of Health including the National Institute on Aging (R21AG061496) and the National Cancer Institute (P30CA016058) the Recruitment, Intervention and Survey Shared Resource at The Ohio State University Comprehensive Cancer Center.","The study explicitly states it was supported by research grants, which constitutes accessing new funding to facilitate the implementation of the mailed FIT outreach program."
3528,Kim,strat_57,Access new funding,1,,"This study was funded by a gift grant from an anonymous, private donor who had no role in the study design or analysis.","The text explicitly states that the study was funded by a gift grant from a private donor, which is a form of accessing new funding to support the implementation pilot."
3971,Kruse,strat_57,Access new funding,1,,"This publication was made possible with help from the Implementation Science Center for Cancer Control Equity, a National Cancer Institute funded program (P50 CA244433), and the American Cancer Society (CRP-22–080-01-CTPS).","The study was supported by grants from the National Cancer Institute and the American Cancer Society, which constitutes accessing new funding to facilitate the implementation of the bundled screening intervention."
4036,McAtee,strat_57,Access new funding,1,,"The evaluation of this program was supported by Cooperative Agreement number NU58DP006618-05-00,funded by the Centers for DiseaseControl and Prevention.","The text explicitly states that the program was funded by a cooperative agreement from the CDC, which represents accessing new grant money to facilitate the implementation and evaluation of the CCHW expansion program."
4258,Mehta,strat_57,Access new funding,1,,"This trial was funded by a Young Investigator Award from the National Comprehensive Cancer Network Foundation. Any opinions, ﬁndings, and conclusions expressed in this material are those of the author(s) and do not necessarily reﬂect those of the National Comprehensive Cancer Network or the National Comprehensive Cancer Network Foundation. Also supported by the National Cancer Institute of the National Institutes of Health grant K08CA234326 (S.J.M.).","The study explicitly states it was funded by grants from the National Comprehensive Cancer Network Foundation and the National Cancer Institute, which is a direct example of accessing new funding to facilitate the implementation trial."
4520,Radtke,strat_57,Access new funding,1,,"This project was funded by the Medi-Cal Capacity Grant Program, Partners for Healthy Food Access.","The text explicitly states that the project was funded by a grant program, which is a direct example of accessing new funding to facilitate the implementation of the intervention."
4647,Samuel-Hodge,strat_57,Access new funding,1,,"Sites were reimbursed for their roles in recruitment of participants and program delivery. Reimbursements include $5,000 for staﬀtraining time and use of oﬃce space for program delivery, and $75 for each hour of counseling (estimated at 6 h total (4 session + 3 calls) per participant).","The study provided reimbursement to participating sites to cover the costs of staff training, use of space, and counseling time, which constitutes accessing new money to facilitate the implementation of the Med-South program."
4545,TangkaFKL,strat_57,Access new funding,1,,AltaMed is a large FQHC in the United States and an award recipient of the CRCCP.,"The text states that the implementing organization, AltaMed, was an award recipient of the Colorectal Cancer Control Program (CRCCP), indicating they accessed new funding through a grant to support the program."
4684,Thakur,strat_57,Access new funding,1,,The CUHCC used Libre Pro CGM sensors donated by the funder to patients who were uninsured or those with unaffordable copays.,"The text explicitly states that donated CGM sensors were used to provide the technology to uninsured patients, which fits the definition of accessing new resources to facilitate implementation."
4068,Yan,strat_57,Access new funding,1,,Clinics engaged in the study received a stipend for their participation and could use the funds to offset any costs.,"The study provided a stipend to participating clinics to offset implementation costs, which is a direct example of accessing new money to facilitate implementation."
4025,Champion,strat_59,Alter patient/consumer fees,1,Correct,"Through the 340B program, FQHCs can improve patient access by allowing them to offer low-cost medications.","The text describes using the 340B program to offer low-cost medications, which alters the fee patients pay for the preferred treatments and thereby improves access and adoption."
4519,EspinozaSalomon,strat_59,Alter patient/consumer fees,1,,The program is offered at no cost to families.,"The text states the program was offered at no cost, which is a fee structure alteration designed to remove financial barriers and encourage participation in the clinical innovation."
4520,Radtke,strat_59,Alter patient/consumer fees,1,Correct,Patients were prescribed a weekly food voucher to be redeemed at the Merced County Food Bank.,"The intervention provided patients with food vouchers, which is a fee structure alteration that allows them to acquire the preferred treatment (healthy food) at no cost, fitting the strategy of making patients pay less for the clinical innovation."
4684,Thakur,strat_59,Alter patient/consumer fees,1,,The CUHCC used Libre Pro CGM sensors donated by the funder to patients who were uninsured or those with unaffordable copays.,"The program altered patient fees by providing the CGM devices for free to uninsured patients or those with high copays, thereby reducing the cost to zero to encourage adoption and use."
4247,Coronado,strat_6,Develop and implement tools for quality monitoring,1,,...the timing and outcomes of the live call advance notiﬁcations were recorded by health education staff using an Excel tracking form.,An Excel tracking form was specifically developed and used as a tool to monitor the delivery and outcomes of the live phone call component of the intervention.
3936,Farley,strat_6,Develop and implement tools for quality monitoring,1,,SDoH needs were categorized and documented within the Medication Therapy Problem Documentation Tool developed by Optimizing Medications for Better Health.,"The study implemented a specific documentation tool to categorize and track the social determinants of health needs identified by pharmacists, which serves as a quality monitoring tool for the new screening process."
4052,Gautom,strat_6,Develop and implement tools for quality monitoring,1,,"PN activities were recorded in a REDCap database hosted by Kaiser Permanente, which logged all navigator activities, contact attempts, and outcomes for each patient.","This quote describes the implementation of a specific tool, a REDCap database, designed to monitor the quality and processes of the patient navigation intervention."
3994,Ghosh,strat_6,Develop and implement tools for quality monitoring,1,,"A patient survey was created with leaders of the CCS project operations team, the director of clinical compliance and risk management, and the Crossroads Group survey company.",A new patient satisfaction survey was developed as a tool to monitor the quality of the patient experience in the newly created clinics.
4069,Glasser,strat_6,Develop and implement tools for quality monitoring,1,,"CRC screening registries were developed based on CQM requirements (active patients, men and women, ages 50–75).","The project team developed a specific tool, a screening registry, to introduce into their quality monitoring system to measure screening processes for the innovation."
3528,Kim,strat_6,Develop and implement tools for quality monitoring,1,,"In addition, weekly summaries of each participant’s data were produced as pdfs were uploaded to the electronic health record (EHR; ►Fig. 3)","The project developed and implemented several tools, including a custom app, a web portal, and automated weekly summary reports, specifically for monitoring patient data for quality improvement purposes."
3971,Kruse,strat_6,Develop and implement tools for quality monitoring,1,,Mass League provided training with DRVS to support creation of registries and summary data to guide adaptation (Table 1).,This describes the creation of specific data tools (registries and summary reports) within an existing system for the purpose of monitoring the implementation's progress and outcomes.
4746,Llavona-Ortiz,strat_6,Develop and implement tools for quality monitoring,1,,"Lastly, clinical records of participants were requested from participating centers following HIPAA-compliant procedures to obtain data on CRCS completion (primary outcome).","This quote shows the implementation of a specific tool, the review of clinical records, to monitor the primary outcome measure of CRCS completion, which is a form of quality monitoring for the intervention."
4036,McAtee,strat_6,Develop and implement tools for quality monitoring,1,,RIDHDS created an HRA to be utilized during the IP and the PP by compiling several assessments and solicitating feedback from CHTs.,"The program developed a new Health Risk Assessment (HRA) tool specifically for this project to monitor patient behaviors, knowledge, and self-management."
4503,McCann,strat_6,Develop and implement tools for quality monitoring,1,,The project leader created tip sheets on how to link external documentation in a way that will count toward UDS measures.,"The project team developed and implemented tip sheets, which are tools that provide a protocol for staff on how to correctly link external documentation to ensure it is captured by the quality monitoring system."
4520,Radtke,strat_6,Develop and implement tools for quality monitoring,1,,"Patients were not restricted on the number of vouchers they could redeem, and the voucher redemption rates were collected weekly over the intervention.",The researchers implemented a specific tool to monitor the implementation process by collecting voucher redemption rates on a weekly basis.
4647,Samuel-Hodge,strat_6,Develop and implement tools for quality monitoring,1,,Counselors enter intervention delivery data into REDCapb (a data capture and management system),"The study implemented REDCap as a specific tool for counselors to enter data on intervention delivery and fidelity, which directly aligns with developing and using tools for quality monitoring."
3974,Shareef,strat_6,Develop and implement tools for quality monitoring,1,,"The patient navigator was provided with a weekly list of individuals with an abnormal FIT and asked to use a checklist to ensure completion of key steps in the follow-up process, and to implement specific interventions for any incomplete steps (Table 1).",A specific checklist was developed and implemented as a tool for the patient navigator to monitor the quality and completion of the follow-up care process for each patient.
4503,McCann,strat_60,Develop disincentives,1,,"It also included emphasizing the beneﬁts of improvement, including optimal care and maintaining federal funding.",The project leaders deliberately motivated staff to adopt the new workflow by emphasizing the financial disincentive of losing federal funding if quality measures were not improved.
4545,TangkaFKL,strat_61,Fund and contract for clinial innovation,1,,The Colorectal Cancer Control Program (CRCCP) was initiated by the Centers for Disease Control and Prevention in 2009. Its purpose is to improve CRC screening among individuals aged 45–75 years through the provision and promotion of screening services.,"This quote describes a government entity, the CDC, initiating a program to fund and contract with providers to deliver a clinical innovation (CRC screening), which directly aligns with the strategy's definition."
3994,Ghosh,strat_62,Make billing easier,1,,A smart phrase for a CCS-­only EMR note was also created for those providers who wanted to use it.,"The creation of a smart phrase for the EMR note serves as a template to streamline and standardize documentation, which makes the process, including billing, easier for providers."
4647,Samuel-Hodge,strat_65,Use other payment schemes,1,,"Reimbursements include $5,000 for staﬀtraining time and use of oﬃce space for program delivery, and $75 for each hour of counseling (estimated at 6 h total (4 session + 3 calls) per participant).","The study introduced a specific payment approach, combining a lump sum for site training and setup with a per-hour reimbursement for counseling, to fund the delivery of the innovation outside of traditional billing systems."
4247,Coronado,strat_69,Change record systems,1,,the timing and outcomes of the live call advance notiﬁcations were recorded by health education staff using an Excel tracking form.,"A new record system, an Excel tracking form, was created to allow for the assessment of the implementation of the live phone call notifications."
3936,Farley,strat_69,Change record systems,1,,SDoH needs were categorized and documented within the Medication Therapy Problem Documentation Tool developed by Optimizing Medications for Better Health.,The project team changed their record system by incorporating SDoH categorization and documentation into an existing medication therapy problem tool to allow for assessment of the new screening process.
3994,Ghosh,strat_69,Change record systems,1,,A smart phrase for a CCS-­only EMR note was also created for those providers who wanted to use it.,The creation of a smart phrase for the electronic medical record note is a direct change to the record system to allow for better assessment and documentation of the innovation.
4069,Glasser,strat_69,Change record systems,1,,"CRC screening registries were developed based on CQM requirements (active patients, men and women, ages 50–75).","The text states that screening registries were developed to identify eligible patients, which constitutes a change to the record system to allow for better assessment of clinical outcomes."
3528,Kim,strat_69,Change record systems,1,,"In addition, weekly summaries of each participant’s data were produced as pdfs were uploaded to the electronic health record (EHR; ►Fig. 3)",This describes changing the record system by uploading weekly summaries of remote patient monitoring data into the EHR to allow for better assessment of clinical outcomes by the care team.
4503,McCann,strat_69,Change record systems,1,,"Interventions consisted of (1) auditing and reconciling charts from Epic’s generated reports, (2) modifying the frequency of or discontinuing Pap smears, (3) updating surgical history to reﬂect hysterectomy type, and (4) sending scheduling outreach messages.","The project implemented a new workflow for auditing and reconciling patient charts within the EHR to ensure external data was captured in structured fields, thereby changing the record system's use to allow for better assessment of clinical outcomes."
4647,Samuel-Hodge,strat_69,Change record systems,1,,Counselors enter intervention delivery data into REDCapb (a data capture and management system),"The study implemented REDCap, an electronic data capture system, for counselors to enter intervention delivery data, which directly aligns with changing record systems to better assess implementation outcomes."
3936,Farley,strat_7,Develop and organize quality monitoring systems,1,,"SDoH documentation included the type of SDoH identified, the intervention made to address the SDoH need (eg, referral to a community-based organization, referral to a clinic-based resource, or issue resolved by the pharmacist), and the type of resource to which patients were referred to address SDoH needs (eg, community-based organization or clinic-based resource).","The study organized a system for pharmacists to document the type of SDoH need, the intervention taken, and the referral resource used, which constitutes a quality monitoring system for the new SDoH screening process."
4052,Gautom,strat_7,Develop and organize quality monitoring systems,1,,"PN activities were recorded in a REDCap database hosted by Kaiser Permanente, which logged all navigator activities, contact attempts, and outcomes for each patient.",This quote describes the development and organization of a data collection system used to monitor the clinical processes and outcomes of the patient navigation program.
3994,Ghosh,strat_7,Develop and organize quality monitoring systems,1,,The outreach team was responsible for calling patients from the validated list to schedule and keep track of outreach outcomes.,A new system was organized for quality monitoring by creating a dedicated team with the specific procedure of tracking patient outreach outcomes.
4069,Glasser,strat_7,Develop and organize quality monitoring systems,1,,"CRC screening registries were developed based on CQM requirements (active patients, men and women, ages 50–75).",The project developed and organized a system for monitoring clinical processes by creating patient registries based on clinical quality measure requirements.
4727,Jelalian,strat_7,Develop and organize quality monitoring systems,1,,"Weekly group sessions were recorded, and approximately 20% of the 416 recorded sessions (n = 57 intensive treatment, 28 maintenance) were randomly selected and coded by an independent coder who was not part of the research team.","This quote describes the organized system for quality monitoring, which includes recording sessions, randomly selecting a subset for review, and using an independent coder to assess fidelity for quality assurance."
3528,Kim,strat_7,Develop and organize quality monitoring systems,1,,The architecture of ACTIVATE platform is shown in ►Fig. 1. Participants used a custom app available on Android and iOS (►Fig. 2) to facilitate pairing of the commercially available RPM devices to the smartphone/tablet via Bluetooth and transmit data to the ACTIVATE system.,"The project developed and organized a comprehensive system, including a custom app, data transmission infrastructure, and a web portal, to monitor clinical data for quality improvement."
3971,Kruse,strat_7,Develop and organize quality monitoring systems,1,,Outcomes were measured using Azara DRVS which maps onto electronic health record (EHR) fields.,This describes the organization of a data system that pulls information from clinical records to monitor outcomes for quality improvement purposes.
4647,Samuel-Hodge,strat_7,Develop and organize quality monitoring systems,1,,"For implementation data collection, counselors at each site received training on entering program delivery ﬁdelity data into REDCap, while research staﬀwere responsible for collecting data on adoption and reach via a tracking log maintained by the study coordinator.","The study established a clear system using REDCap for counselors to report on program delivery fidelity, which constitutes organizing a quality monitoring system for the implementation effort."
4684,Thakur,strat_7,Develop and organize quality monitoring systems,1,,"We defined the outcome measure of interest as the change in levels of HbA1c over time. Baseline HbA1c level is defined as the result closest in time prior to CGM enrollment. Follow-up HbA1c level is defined as the first and second results (about 3 months after the baseline HbA1c level and 6 months after the baseline HbA1c level, respectively) after CGM enrollment.","The project team organized a specific system and procedure to monitor patient outcomes (HbA1c levels) at defined intervals (baseline, 3 months, 6 months) for the purpose of quality improvement and program evaluation."
4202,Coronado,strat_70,Change service sites,1,,Participants in the standard condition were mailed a FIT and received live telephone reminders to return it.,"The study describes a mailed fecal immunochemical test (FIT) outreach program, which changes the location of the clinical service from the clinic to the patient's home to increase access to screening."
4247,Coronado,strat_70,Change service sites,1,,"Patients identiﬁed in clinics during the pre-intervention time points (standard mailed FIT program; usual care) were mailed a FIT and, starting six weeks later, were delivered a live reminder call (up to three attempts were made to reach patients) by clinic staff on care teams, as time allowed.","The core intervention involves mailing a FIT kit to patients, which changes the location of the clinical service from the clinic to the patient's home to increase access."
4052,Gautom,strat_70,Change service sites,1,,The navigation program was a six topic-area telephonic program designed to support patients with an abnormal fecal test result to obtain a follow-up colonoscopy.,"The program delivered patient navigation services via telephone, which changes the site of service delivery from a physical clinic to a remote setting to increase patient access."
4617,Hammarlund,strat_70,Change service sites,1,,"Project ECHO Diabetes addresses this issue by using a ""hub-and-spoke"" model to deliver tele-education, empowering primary care providers to manage diabetes care effectively in these settings.","This quote describes using a tele-education model to change the location of specialty diabetes care knowledge from a central hub to distributed primary care sites, thereby increasing access for providers and their patients."
4674,HudakKMA,strat_70,Change service sites,1,,"Boxes could be home-delivered (by food bank staff) or kept on-site at the food bank for patient pick-up, based on patient needs. Most patients chose to have food boxes delivered to their homes.","The program changed the location of service delivery by offering home delivery of grocery boxes, which increased patient access by mitigating transportation barriers."
4701,Katz,strat_70,Change service sites,1,,"FIT can be completed at home and returned by mail, making mailed FIT outreach programs a promising way to reach people and increase CRC screening in rural geographic regions like Appalachia (e.g., mostly rural with lower access to healthcare, lack of public transportation8–10).","The study implements a mailed FIT outreach program, which changes the site of the screening service from the clinic to the patient's home to increase access for a rural population."
